year,snapshot_date,country,rank,country_code,rating,rank_max,rating_max,rank_avg,rating_avg,rank_min,rating_min,matches_total,matches_home,matches_away,matches_neutral,wins,losses,draws,goals_for,goals_against,confederation,is_host,wc2026_exit_round
2022,12/31/2022,South Korea,26,KR,1788,16,1845,35,1684,84,1445,1008,332,245,431,548,214,246,1826,927,AFC,0,
2022,12/31/2022,Iran,27,IR,1780,13,1844,41,1652,79,1450,625,212,180,233,353,127,145,1172,491,AFC,0,
2022,12/31/2022,Czechia,28,CZ,1778,1,2032,13,1857,46,1669,847,343,404,100,406,255,186,1558,1059,UEFA,0,
2022,12/31/2022,Australia,29,AU,1772,11,1875,35,1668,77,1469,600,258,213,129,304,172,124,1221,693,AFC,0,
2022,12/31/2022,Sweden,30,SE,1757,2,2013,16,1797,45,1579,1083,472,485,126,530,323,230,2155,1432,UEFA,0,
2022,12/31/2022,Norway,31,NO,1754,6,1944,38,1618,85,1364,853,405,397,51,315,347,191,1290,1406,UEFA,0,
2022,12/31/2022,Scotland,33,SQ,1751,1,2104,14,1880,63,1598,829,386,396,47,394,253,182,1431,1021,UEFA,0,
2022,12/31/2022,Austria,33,AT,1751,1,2070,20,1809,73,1549,829,413,369,47,347,304,178,1479,1291,UEFA,0,
2022,12/31/2022,Tunisia,35,TN,1745,24,1757,47,1614,87,1438,729,320,239,170,307,220,202,1040,806,CAF,0,
2022,12/31/2022,Senegal,35,SN,1745,21,1808,58,1581,107,1387,661,209,247,205,287,190,184,878,650,CAF,0,
2022,12/31/2022,Paraguay,38,PY,1727,5,1956,23,1755,44,1618,756,204,348,204,265,291,200,973,1082,CONMEBOL,0,
2022,12/31/2022,Turkey,40,TR,1711,9,1899,43,1604,77,1358,631,277,282,72,241,240,150,879,918,UEFA,0,
2022,12/31/2022,Canada,40,CA,1711,21,1841,49,1594,90,1471,446,140,188,118,170,177,99,566,583,CONCACAF,1,
2022,12/31/2022,Algeria,42,DZ,1705,18,1807,48,1618,110,1386,642,245,223,174,278,192,172,950,669,CAF,0,
2022,12/31/2022,Ivory Coast,49,CI,1668,15,1863,45,1640,76,1476,648,220,230,198,321,158,169,1051,666,CAF,0,
2022,12/31/2022,Egypt,51,EG,1660,12,1872,37,1662,70,1528,837,337,273,227,420,211,206,1467,887,CAF,0,
2022,12/31/2022,Panama,53,PA,1646,28,1753,102,1348,143,1155,540,188,207,145,170,237,133,656,846,CONCACAF,0,
2022,12/31/2022,Saudi Arabia,54,SA,1644,29,1736,77,1495,125,1253,780,307,139,334,372,226,182,1212,834,AFC,0,
2022,12/31/2022,Bosnia and Herzegovina,59,BA,1616,20,1806,51,1637,81,1500,248,103,119,26,95,95,58,355,330,UEFA,0,
2022,12/31/2022,Ghana,62,GH,1593,10,1877,40,1656,101,1424,742,235,285,222,358,199,185,1199,776,CAF,0,
2022,12/31/2022,Jordan,63,JO,1590,40,1676,113,1309,153,1095,531,187,176,168,185,202,144,642,644,AFC,0,
2022,12/31/2022,Qatar,65,QA,1577,26,1771,94,1409,164,964,646,300,139,207,269,213,164,918,751,AFC,0,
2022,12/31/2022,Iraq,66,IQ,1575,24,1740,47,1623,96,1456,713,125,218,370,334,178,201,1133,663,AFC,0,
2022,12/31/2022,Uzbekistan,66,UZ,1575,25,1766,61,1588,93,1428,320,111,118,91,154,106,60,559,366,AFC,0,
2022,12/31/2022,South Africa,72,ZA,1540,7,1847,31,1712,99,1448,469,241,153,75,207,133,129,641,498,CAF,0,
2022,12/31/2022,Haiti,75,HT,1536,36,1674,81,1414,129,1265,527,181,181,165,229,189,109,882,720,CONCACAF,0,
2022,12/31/2022,New Zealand,77,NZ,1527,29,1642,66,1498,102,1334,407,125,179,103,167,167,73,703,613,OFC,0,
2022,12/31/2022,Cape Verde,84,CV,1481,67,1554,123,1290,146,1172,213,70,77,66,78,87,48,221,239,CAF,0,
2022,12/31/2022,DR Congo,88,CD,1453,20,1782,62,1557,114,1387,503,156,216,131,202,163,138,780,617,CAF,0,
2022,12/31/2022,Curaçao,116,CW,1362,26,1618,96,1382,188,1011,466,161,168,137,189,163,114,824,728,CONCACAF,0,
2023,12/31/2023,Argentina,1,AR,2139,1,2170,5,1984,26,1751,1082,373,412,297,589,225,268,2053,1124,CONMEBOL,0,
2023,12/31/2023,France,2,FR,2109,1,2135,16,1790,40,1514,910,462,335,113,457,264,189,1655,1246,UEFA,0,
2023,12/31/2023,Spain,3,ES,2033,1,2164,7,1942,19,1805,751,328,294,129,440,137,174,1514,671,UEFA,0,
2023,12/31/2023,Portugal,4,PT,2032,2,2060,19,1792,41,1623,666,309,251,106,330,184,152,1160,750,UEFA,0,
2023,12/31/2023,England,5,EN,2014,1,2213,4,1982,17,1810,1131,494,518,119,665,209,257,2663,1100,UEFA,0,
2023,12/31/2023,Brazil,6,BR,2011,1,2195,4,1998,20,1805,1039,366,335,338,658,167,214,2251,929,CONMEBOL,0,
2023,12/31/2023,Uruguay,7,UY,2006,1,2104,12,1875,44,1636,991,330,421,240,437,315,239,1579,1233,CONMEBOL,0,
2023,12/31/2023,Belgium,8,BE,1990,1,2157,24,1752,71,1503,850,406,366,78,379,295,176,1545,1333,UEFA,0,
2023,12/31/2023,Colombia,9,CO,1984,3,2034,50,1610,102,1304,620,178,222,220,250,198,172,785,714,CONMEBOL,0,
2023,12/31/2023,Netherlands,10,NL,1970,1,2153,15,1845,55,1552,872,416,349,107,449,235,188,1820,1115,UEFA,0,
2023,12/31/2023,Croatia,11,HR,1951,4,2015,12,1878,28,1780,373,147,158,68,195,78,100,643,374,UEFA,0,
2023,12/31/2023,Japan,13,JP,1905,9,1905,63,1458,114,1126,804,319,197,288,385,253,166,1432,966,AFC,0,
2023,12/31/2023,Germany,14,DE,1885,1,2222,8,1910,25,1637,1018,451,406,161,586,220,212,2289,1207,UEFA,0,
2023,12/31/2023,Ecuador,15,EC,1882,12,1914,66,1515,121,1183,571,177,201,193,173,250,148,692,888,CONMEBOL,0,
2023,12/31/2023,Morocco,17,MA,1846,11,1923,44,1652,86,1510,687,292,217,178,331,163,193,1011,599,CAF,0,
2023,12/31/2023,Austria,18,AT,1835,1,2070,20,1809,73,1549,839,419,373,47,354,305,180,1499,1299,UEFA,0,
2023,12/31/2023,Iran,20,IR,1827,13,1844,41,1654,79,1450,636,216,185,235,362,127,147,1205,498,AFC,0,
2023,12/31/2023,Scotland,23,SQ,1800,1,2104,14,1879,63,1598,839,391,401,47,399,256,184,1450,1036,UEFA,0,
2023,12/31/2023,South Korea,24,KR,1799,16,1845,35,1685,84,1445,1018,339,247,432,553,216,249,1849,933,AFC,0,
2023,12/31/2023,Mexico,25,MX,1794,4,1985,20,1783,48,1498,992,289,268,435,515,249,228,1777,1023,CONCACAF,1,
2023,12/31/2023,Switzerland,26,CH,1791,9,1933,27,1686,56,1485,867,415,379,73,307,368,192,1284,1453,UEFA,0,
2023,12/31/2023,Australia,27,AU,1783,11,1875,35,1669,77,1469,608,261,214,133,308,175,125,1237,701,AFC,0,
2023,12/31/2023,United States,28,US,1774,9,1890,40,1644,92,1412,789,453,251,85,350,270,169,1190,1017,CONCACAF,1,
2023,12/31/2023,Turkey,29,TR,1765,9,1899,43,1605,77,1358,641,281,287,73,247,242,152,898,931,UEFA,0,
2023,12/31/2023,Panama,29,PA,1765,28,1765,101,1352,143,1155,559,192,214,153,181,241,137,689,864,CONCACAF,0,
2023,12/31/2023,Czechia,32,CZ,1756,1,2032,13,1856,46,1669,857,347,410,100,411,256,190,1575,1067,UEFA,0,
2023,12/31/2023,Norway,33,NO,1755,6,1944,38,1619,85,1364,863,411,401,51,320,350,193,1312,1418,UEFA,0,
2023,12/31/2023,Tunisia,36,TN,1738,24,1757,47,1616,87,1438,739,323,246,170,313,223,203,1056,815,CAF,0,
2023,12/31/2023,Senegal,37,SN,1731,21,1808,57,1583,107,1387,670,212,251,207,292,191,187,895,656,CAF,0,
2023,12/31/2023,Algeria,39,DZ,1723,18,1807,48,1619,110,1386,652,250,225,177,285,192,175,968,675,CAF,0,
2023,12/31/2023,Paraguay,42,PY,1706,5,1956,23,1755,45,1618,764,208,352,204,267,295,202,978,1088,CONMEBOL,0,
2023,12/31/2023,Canada,43,CA,1705,21,1841,49,1595,90,1471,457,143,193,121,175,180,102,587,600,CONCACAF,1,
2023,12/31/2023,Sweden,46,SE,1691,2,2013,16,1797,46,1579,1095,478,489,128,537,327,231,2180,1447,UEFA,0,
2023,12/31/2023,Egypt,47,EG,1684,12,1872,37,1662,70,1528,847,342,274,231,428,212,207,1490,892,CAF,0,
2023,12/31/2023,Uzbekistan,50,UZ,1643,25,1766,61,1589,93,1428,333,116,121,96,162,108,63,587,380,AFC,0,
2023,12/31/2023,Ivory Coast,51,CI,1642,15,1863,45,1641,76,1476,657,226,232,199,326,159,172,1070,672,CAF,0,
2023,12/31/2023,Iraq,55,IQ,1621,24,1740,47,1623,96,1456,726,131,222,373,340,180,206,1157,676,AFC,0,
2023,12/31/2023,Saudi Arabia,63,SA,1586,29,1736,76,1496,125,1253,791,310,141,340,375,233,183,1227,851,AFC,0,
2023,12/31/2023,Ghana,69,GH,1548,10,1877,41,1655,101,1424,751,239,289,223,362,202,187,1207,786,CAF,0,
2023,12/31/2023,Qatar,70,QA,1534,26,1771,94,1411,164,964,663,304,141,218,275,220,168,944,773,AFC,0,
2023,12/31/2023,New Zealand,73,NZ,1525,29,1642,66,1498,102,1334,415,127,182,106,169,170,76,709,624,OFC,0,
2023,12/31/2023,Jordan,76,JO,1503,40,1676,113,1313,153,1095,541,190,180,171,187,208,146,656,666,AFC,0,
2023,12/31/2023,DR Congo,78,CD,1497,20,1782,62,1556,114,1387,513,159,219,135,207,165,141,792,622,CAF,0,
2023,12/31/2023,Haiti,80,HT,1496,36,1674,81,1416,129,1265,538,181,184,173,233,192,113,901,734,CONCACAF,0,
2023,12/31/2023,South Africa,84,ZA,1486,7,1847,31,1710,99,1448,483,252,156,75,213,135,135,657,511,CAF,0,
2023,12/31/2023,Bosnia and Herzegovina,85,BA,1485,20,1806,51,1634,86,1485,258,108,124,26,98,102,58,364,350,UEFA,0,
2023,12/31/2023,Cape Verde,87,CV,1479,67,1554,122,1293,146,1172,222,73,80,69,81,90,51,231,250,CAF,0,
2023,12/31/2023,Curaçao,126,CW,1337,26,1618,96,1382,188,1011,476,166,171,139,190,168,118,833,747,CONCACAF,0,
2024,12/31/2024,Spain,1,ES,2178,1,2178,7,1943,19,1805,768,334,298,136,454,138,176,1555,684,UEFA,0,
2024,12/31/2024,Argentina,2,AR,2108,1,2172,5,1986,26,1751,1098,376,415,307,601,227,270,2086,1132,CONMEBOL,0,
2024,12/31/2024,France,3,FR,2055,1,2135,16,1792,40,1514,926,469,337,120,465,267,194,1677,1259,UEFA,0,
2024,12/31/2024,England,4,EN,2006,1,2213,4,1982,17,1810,1148,501,521,126,674,213,261,2692,1113,UEFA,0,
2024,12/31/2024,Brazil,5,BR,1996,1,2195,4,1998,20,1805,1053,369,341,343,664,168,221,2273,941,CONMEBOL,0,
2024,12/31/2024,Portugal,6,PT,1993,2,2060,19,1794,41,1623,682,316,255,111,339,187,156,1191,766,UEFA,0,
2024,12/31/2024,Colombia,7,CO,1977,3,2069,49,1615,102,1304,636,181,226,229,260,202,174,818,727,CONMEBOL,0,
2024,12/31/2024,Germany,8,DE,1971,1,2222,8,1910,25,1637,1033,462,410,161,596,221,216,2324,1217,UEFA,0,
2024,12/31/2024,Uruguay,9,UY,1948,1,2104,12,1876,44,1636,1007,333,426,248,442,318,247,1600,1244,CONMEBOL,0,
2024,12/31/2024,Netherlands,10,NL,1938,1,2153,15,1846,55,1552,888,422,353,113,457,239,192,1856,1131,UEFA,0,
2024,12/31/2024,Ecuador,12,EC,1909,12,1914,65,1519,121,1183,586,180,204,202,180,254,152,710,898,CONMEBOL,0,
2024,12/31/2024,Japan,13,JP,1889,9,1913,62,1462,114,1126,820,324,202,294,398,255,167,1488,977,AFC,0,
2024,12/31/2024,Croatia,14,HR,1886,4,2015,12,1879,28,1780,386,151,163,72,200,81,105,663,391,UEFA,0,
2024,12/31/2024,Austria,15,AT,1871,1,2070,20,1809,73,1549,853,424,378,51,362,308,183,1531,1313,UEFA,0,
2024,12/31/2024,Belgium,17,BE,1851,1,2157,24,1754,71,1503,864,410,370,84,383,301,180,1560,1346,UEFA,0,
2024,12/31/2024,Iran,18,IR,1838,13,1853,41,1656,79,1450,654,220,191,243,376,128,150,1246,513,AFC,0,
2024,12/31/2024,Switzerland,19,CH,1813,9,1933,27,1687,56,1485,882,420,385,77,311,372,199,1304,1472,UEFA,0,
2024,12/31/2024,Norway,22,NO,1806,6,1944,38,1620,85,1364,873,417,405,51,325,353,195,1333,1431,UEFA,0,
2024,12/31/2024,Morocco,23,MA,1802,11,1923,43,1654,86,1510,702,301,218,183,343,164,195,1054,606,CAF,0,
2024,12/31/2024,Canada,26,CA,1784,21,1841,49,1596,90,1471,471,145,197,129,181,183,107,601,613,CONCACAF,1,
2024,12/31/2024,Paraguay,28,PY,1775,5,1956,23,1754,51,1618,776,211,358,207,271,299,206,989,1103,CONMEBOL,0,
2024,12/31/2024,South Korea,29,KR,1774,16,1845,35,1686,84,1445,1035,343,252,440,563,217,255,1885,949,AFC,0,
2024,12/31/2024,Turkey,29,TR,1774,9,1899,43,1606,77,1358,656,284,294,78,253,248,155,917,954,UEFA,0,
2024,12/31/2024,Senegal,31,SN,1771,21,1808,57,1586,107,1387,685,217,254,214,304,191,190,921,660,CAF,0,
2024,12/31/2024,Mexico,32,MX,1769,4,1985,20,1784,48,1498,1005,291,270,444,521,254,230,1793,1035,CONCACAF,1,
2024,12/31/2024,Scotland,33,SQ,1759,1,2104,14,1878,63,1598,852,396,406,50,402,263,187,1463,1058,UEFA,0,
2024,12/31/2024,United States,34,US,1758,9,1890,40,1645,92,1412,803,465,253,85,356,276,171,1209,1035,CONCACAF,1,
2024,12/31/2024,Czechia,35,CZ,1753,1,2032,13,1856,46,1669,870,352,413,105,418,259,193,1600,1084,UEFA,0,
2024,12/31/2024,Sweden,36,SE,1744,2,2013,16,1796,48,1579,1106,483,494,129,544,330,232,2205,1462,UEFA,0,
2024,12/31/2024,Panama,40,PA,1726,27,1765,100,1357,143,1155,572,195,218,159,186,248,138,704,886,CONCACAF,0,
2024,12/31/2024,Australia,43,AU,1718,11,1875,35,1669,77,1469,624,267,218,139,317,177,130,1268,709,AFC,0,
2024,12/31/2024,Algeria,48,DZ,1685,18,1807,48,1620,110,1386,667,256,230,181,294,194,179,1003,689,CAF,0,
2024,12/31/2024,Uzbekistan,49,UZ,1684,25,1766,60,1591,93,1428,349,121,126,102,172,109,68,611,389,AFC,0,
2024,12/31/2024,Egypt,51,EG,1657,12,1872,37,1662,70,1528,862,349,278,235,435,213,214,1517,907,CAF,0,
2024,12/31/2024,Jordan,54,JO,1617,40,1676,112,1317,153,1095,562,197,186,179,199,212,151,698,688,AFC,0,
2024,12/31/2024,Tunisia,59,TN,1598,24,1757,47,1616,87,1438,754,329,246,179,318,226,210,1067,823,CAF,0,
2024,12/31/2024,Iraq,61,IQ,1584,24,1740,47,1623,96,1456,744,136,227,381,351,185,208,1185,693,AFC,0,
2024,12/31/2024,New Zealand,62,NZ,1583,29,1642,66,1498,102,1334,427,130,186,111,177,172,78,748,630,OFC,0,
2024,12/31/2024,Ivory Coast,63,CI,1579,15,1863,45,1640,76,1476,675,238,233,204,337,163,175,1100,687,CAF,0,
2024,12/31/2024,South Africa,64,ZA,1576,7,1847,31,1709,99,1448,504,260,161,83,221,136,147,690,526,CAF,0,
2024,12/31/2024,DR Congo,72,CD,1540,20,1782,62,1556,114,1387,530,163,222,145,213,169,148,808,633,CAF,0,
2024,12/31/2024,Haiti,73,HT,1538,36,1674,81,1416,129,1265,547,181,190,176,241,192,114,936,742,CONCACAF,0,
2024,12/31/2024,Saudi Arabia,75,SA,1536,29,1736,76,1498,125,1253,813,316,146,351,385,238,190,1256,871,AFC,0,
2024,12/31/2024,Qatar,78,QA,1524,26,1771,93,1414,164,964,684,317,144,223,286,225,173,979,803,AFC,0,
2024,12/31/2024,Bosnia and Herzegovina,85,BA,1485,20,1806,52,1630,90,1469,267,112,129,26,98,109,60,369,373,UEFA,0,
2024,12/31/2024,Cape Verde,87,CV,1472,65,1579,121,1297,146,1172,238,77,85,76,88,96,54,246,266,CAF,0,
2024,12/31/2024,Ghana,96,GH,1429,10,1877,41,1653,101,1424,765,244,291,230,364,207,194,1224,807,CAF,0,
2024,12/31/2024,Curaçao,126,CW,1335,26,1618,97,1381,188,1011,484,169,172,143,196,169,119,854,751,CONCACAF,0,
2025,12/31/2025,Spain,1,ES,2172,1,2189,7,1945,19,1805,778,338,302,138,460,138,180,1588,697,UEFA,0,
2025,12/31/2025,Argentina,2,AR,2113,1,2172,5,1987,26,1751,1107,379,419,309,608,228,271,2105,1135,CONMEBOL,0,
2025,12/31/2025,France,3,FR,2062,1,2135,16,1794,40,1514,936,473,341,122,472,269,195,1701,1270,UEFA,0,
2025,12/31/2025,England,4,EN,2042,1,2213,4,1983,17,1810,1158,507,524,127,683,214,261,2718,1116,UEFA,0,
2025,12/31/2025,Colombia,5,CO,1998,3,2069,49,1619,102,1304,646,184,229,233,265,203,178,840,736,CONMEBOL,0,
2025,12/31/2025,Brazil,6,BR,1978,1,2195,4,1998,20,1805,1063,372,346,345,669,171,223,2290,951,CONMEBOL,0,
2025,12/31/2025,Portugal,7,PT,1976,2,2060,19,1796,41,1623,692,320,260,112,345,189,158,1220,779,UEFA,0,
2025,12/31/2025,Netherlands,8,NL,1959,1,2153,15,1847,55,1552,898,427,358,113,463,239,196,1888,1140,UEFA,0,
2025,12/31/2025,Ecuador,9,EC,1933,9,1933,64,1523,121,1183,596,183,210,203,183,254,159,717,901,CONMEBOL,0,
2025,12/31/2025,Croatia,10,HR,1932,4,2015,12,1880,28,1780,396,156,167,73,208,82,106,691,397,UEFA,0,
2025,12/31/2025,Norway,11,NO,1922,6,1944,38,1622,85,1364,883,423,408,52,334,353,196,1372,1437,UEFA,0,
2025,12/31/2025,Germany,12,DE,1910,1,2222,8,1910,25,1637,1043,468,414,161,602,224,217,2346,1228,UEFA,0,
2025,12/31/2025,Switzerland,13,CH,1897,9,1933,27,1688,56,1485,892,424,390,78,318,372,202,1330,1478,UEFA,0,
2025,12/31/2025,Uruguay,14,UY,1890,1,2104,12,1876,44,1636,1017,336,431,250,446,321,250,1609,1253,CONMEBOL,0,
2025,12/31/2025,Turkey,15,TR,1880,9,1899,43,1609,77,1358,666,288,299,79,260,250,156,942,969,UEFA,0,
2025,12/31/2025,Japan,16,JP,1878,9,1913,62,1466,114,1126,833,331,205,297,406,257,170,1515,985,AFC,0,
2025,12/31/2025,Belgium,19,BE,1850,1,2157,24,1754,71,1503,874,415,374,85,389,302,183,1593,1356,UEFA,0,
2025,12/31/2025,Morocco,20,MA,1840,11,1923,43,1656,86,1510,721,313,219,189,360,164,197,1092,611,CAF,0,
2025,12/31/2025,Mexico,21,MX,1834,4,1985,20,1784,48,1498,1021,293,271,457,529,257,235,1814,1052,CONCACAF,1,
2025,12/31/2025,Paraguay,22,PY,1833,5,1956,23,1755,51,1618,786,214,364,208,275,302,209,1000,1113,CONMEBOL,0,
2025,12/31/2025,Austria,23,AT,1818,1,2070,20,1809,73,1549,863,429,383,51,368,310,185,1554,1320,UEFA,0,
2025,12/31/2025,Senegal,24,SN,1807,21,1809,56,1589,107,1387,698,220,258,220,313,192,193,956,667,CAF,0,
2025,12/31/2025,Canada,25,CA,1802,21,1841,49,1598,90,1471,485,150,200,135,188,185,112,623,621,CONCACAF,1,
2025,12/31/2025,Scotland,27,SQ,1790,1,2104,14,1877,63,1598,862,401,410,51,408,266,188,1482,1071,UEFA,0,
2025,12/31/2025,South Korea,28,KR,1784,16,1845,35,1687,84,1445,1048,353,254,441,571,219,258,1907,959,AFC,0,
2025,12/31/2025,Australia,30,AU,1773,11,1875,35,1670,77,1469,634,270,223,141,324,180,130,1284,718,AFC,0,
2025,12/31/2025,Algeria,33,DZ,1757,18,1807,48,1621,110,1386,684,261,233,190,307,195,182,1044,701,CAF,0,
2025,12/31/2025,Iran,34,IR,1755,13,1853,41,1657,79,1450,666,223,195,248,381,131,154,1264,522,AFC,0,
2025,12/31/2025,United States,35,US,1747,9,1890,40,1646,92,1412,821,483,253,85,366,282,173,1242,1057,CONCACAF,1,
2025,12/31/2025,Panama,36,PA,1742,27,1773,100,1361,143,1155,587,199,224,164,195,250,142,732,902,CONCACAF,0,
2025,12/31/2025,Uzbekistan,37,UZ,1735,25,1766,60,1595,93,1428,362,128,128,106,179,110,73,630,395,AFC,0,
2025,12/31/2025,Czechia,39,CZ,1731,1,2032,13,1855,46,1669,880,358,416,106,424,261,195,1620,1093,UEFA,0,
2025,12/31/2025,Jordan,47,JO,1689,40,1701,111,1322,153,1095,581,201,192,188,207,218,156,725,707,AFC,0,
2025,12/31/2025,Sweden,53,SE,1660,2,2013,17,1796,53,1579,1116,488,499,129,547,335,234,2220,1479,UEFA,0,
2025,12/31/2025,DR Congo,54,CD,1657,20,1782,62,1557,114,1387,544,166,225,153,224,170,150,832,640,CAF,0,
2025,12/31/2025,Ivory Coast,59,CI,1627,15,1863,45,1640,76,1476,688,241,237,210,345,165,178,1120,692,CAF,0,
2025,12/31/2025,Egypt,60,EG,1623,12,1872,37,1662,70,1528,877,353,279,245,443,215,219,1534,917,CAF,0,
2025,12/31/2025,Tunisia,61,TN,1615,24,1757,47,1616,87,1438,772,337,250,185,329,229,214,1103,838,CAF,0,
2025,12/31/2025,Saudi Arabia,65,SA,1592,29,1736,76,1499,125,1253,834,323,150,361,395,244,195,1278,888,AFC,0,
2025,12/31/2025,New Zealand,67,NZ,1585,29,1642,66,1499,102,1334,437,133,189,115,180,178,79,763,642,OFC,0,
2025,12/31/2025,Iraq,68,IQ,1582,24,1740,47,1622,96,1456,758,139,231,388,358,189,211,1200,706,AFC,0,
2025,12/31/2025,Bosnia and Herzegovina,69,BA,1572,20,1806,53,1627,90,1469,277,116,135,26,104,111,62,391,383,UEFA,0,
2025,12/31/2025,Cape Verde,73,CV,1561,65,1579,121,1300,146,1172,249,80,91,78,94,96,59,264,273,CAF,0,
2025,12/31/2025,South Africa,74,ZA,1551,7,1847,32,1708,99,1448,521,273,161,87,231,139,151,716,537,CAF,0,
2025,12/31/2025,Haiti,76,HT,1542,36,1674,81,1417,129,1265,559,181,196,182,246,196,117,956,757,CONCACAF,0,
2025,12/31/2025,Ghana,80,GH,1509,10,1877,42,1651,101,1424,775,247,294,234,370,210,195,1245,813,CAF,0,
2025,12/31/2025,Curaçao,87,CW,1466,26,1618,97,1381,188,1011,496,173,175,148,201,171,124,878,760,CONCACAF,0,
2025,12/31/2025,Qatar,93,QA,1425,26,1771,93,1416,164,964,697,328,146,223,289,232,176,993,825,AFC,0,
2026,12/31/2026,Spain,1,ES,2177,1,2189,7,1946,19,1805,787,341,302,144,466,138,183,1604,699,UEFA,0,
2026,12/31/2026,Argentina,2,AR,2151,1,2172,5,1987,26,1751,1115,381,419,315,616,228,271,2128,1139,CONMEBOL,0,
2026,12/31/2026,France,3,FR,2143,1,2143,16,1795,40,1514,945,475,341,129,480,270,195,1724,1277,UEFA,0,
2026,12/31/2026,England,4,EN,2076,1,2213,4,1983,17,1810,1167,509,525,133,689,215,263,2734,1123,UEFA,0,
2026,12/31/2026,Colombia,5,CO,2009,3,2069,48,1621,102,1304,654,185,229,240,270,205,179,852,743,CONMEBOL,0,
2026,12/31/2026,Portugal,6,PT,1995,2,2060,19,1797,41,1623,701,322,262,117,350,190,161,1234,784,UEFA,0,
2026,12/31/2026,Brazil,7,BR,1993,1,2195,4,1998,20,1805,1072,373,346,353,675,173,224,2312,961,CONMEBOL,0,
2026,12/31/2026,Norway,8,NO,1972,6,1972,38,1623,85,1364,892,425,409,58,339,355,198,1389,1450,UEFA,0,
2026,12/31/2026,Netherlands,9,NL,1971,1,2153,15,1848,55,1552,906,430,358,118,467,240,199,1904,1149,UEFA,0,
2026,12/31/2026,Belgium,10,BE,1961,1,2157,24,1755,71,1503,883,416,377,90,395,302,186,1619,1364,UEFA,0,
2026,12/31/2026,Switzerland,11,CH,1943,9,1943,27,1689,56,1485,900,426,392,82,322,373,205,1347,1487,UEFA,0,
2026,12/31/2026,Morocco,12,MA,1921,11,1923,43,1657,86,1510,735,319,219,197,368,165,202,1118,619,CAF,0,
2026,12/31/2026,Mexico,13,MX,1913,4,1985,20,1784,48,1498,1034,302,273,459,539,258,237,1839,1057,CONCACAF,1,
2026,12/31/2026,Germany,14,DE,1907,1,2222,8,1910,25,1637,1051,470,416,165,608,225,218,2369,1238,UEFA,0,
2026,12/31/2026,Japan,15,JP,1888,9,1925,61,1468,114,1126,840,332,207,301,410,258,172,1526,990,AFC,0,
2026,12/31/2026,Croatia,16,HR,1881,4,2015,12,1881,28,1780,404,158,167,79,212,86,106,702,411,UEFA,0,
2026,12/31/2026,Ecuador,17,EC,1871,9,1938,64,1526,121,1183,604,183,212,209,186,256,162,726,908,CONMEBOL,0,
2026,12/31/2026,Turkey,20,TR,1852,9,1910,43,1610,77,1358,673,290,301,82,265,252,156,953,975,UEFA,0,
2026,12/31/2026,Uruguay,21,UY,1841,1,2104,12,1876,44,1636,1022,336,432,254,446,322,254,1613,1258,CONMEBOL,0,
2026,12/31/2026,Austria,22,AT,1821,1,2070,20,1809,73,1549,870,432,383,55,372,312,186,1567,1330,UEFA,0,
2026,12/31/2026,Senegal,23,SN,1816,17,1879,56,1591,107,1387,710,221,260,229,320,196,194,979,681,CAF,0,
2026,12/31/2026,Paraguay,24,PY,1814,5,1956,23,1755,51,1618,794,215,366,213,278,305,211,1009,1121,CONMEBOL,0,
2026,12/31/2026,Australia,25,AU,1795,11,1875,35,1671,77,1469,642,272,224,146,327,182,133,1294,724,AFC,0,
2026,12/31/2026,Iran,29,IR,1764,13,1853,40,1658,79,1450,673,223,195,255,384,132,157,1278,528,AFC,0,
2026,12/31/2026,Algeria,30,DZ,1756,18,1807,48,1621,110,1386,694,261,234,199,312,198,184,1062,712,CAF,0,
2026,12/31/2026,Egypt,31,EG,1747,12,1872,37,1662,70,1528,889,354,281,254,448,217,224,1552,927,CAF,0,
2026,12/31/2026,United States,31,US,1747,9,1890,40,1646,92,1412,830,492,253,85,370,287,173,1259,1076,CONCACAF,1,
2026,12/31/2026,Scotland,33,SQ,1745,1,2104,14,1877,63,1598,869,403,410,56,411,270,188,1491,1078,UEFA,0,
2026,12/31/2026,Sweden,37,SE,1731,2,2013,17,1795,54,1579,1124,490,500,134,550,338,236,2236,1497,UEFA,0,
2026,12/31/2026,Canada,38,CA,1729,21,1841,49,1599,90,1471,495,157,200,138,192,187,116,638,630,CONCACAF,1,
2026,12/31/2026,Ivory Coast,39,CI,1727,15,1863,45,1640,76,1476,697,241,238,218,351,168,178,1137,700,CAF,0,
2026,12/31/2026,South Korea,40,KR,1723,16,1845,35,1687,84,1445,1055,353,256,446,574,223,258,1915,967,AFC,0,
2026,12/31/2026,DR Congo,45,CD,1704,20,1782,62,1557,114,1387,553,166,225,162,227,174,152,841,648,CAF,0,
2026,12/31/2026,Czechia,50,CZ,1680,1,2032,13,1854,50,1669,887,361,417,109,426,263,198,1631,1105,UEFA,0,
2026,12/31/2026,Panama,52,PA,1658,27,1773,99,1363,143,1155,597,201,228,168,197,255,145,743,919,CONCACAF,0,
2026,12/31/2026,Uzbekistan,56,UZ,1631,25,1766,59,1596,93,1428,370,130,129,111,180,115,75,638,413,AFC,0,
2026,12/31/2026,Jordan,57,JO,1628,40,1701,111,1324,153,1095,588,201,193,194,207,223,158,733,725,AFC,0,
